iter	Passed	Remaining
1681	10731	21168
1682	10737	21163
1683	10744	21157
1684	10749	21148
1685	10756	21143
1686	10762	21135
1687	10768	21128
1688	10774	21121
1689	10781	21115
1690	10787	21109
1691	10794	21104
1692	10800	21097
1693	10807	21091
1694	10813	21084
1695	10818	21076
1696	10825	21070
1697	10831	21063
1698	10837	21056
1699	10843	21049
1700	10850	21043
1701	10856	21037
1702	10863	21032
1703	10870	21026
1704	10876	21019
1705	10883	21013
1706	10889	21007
1707	10896	21001
1708	10902	20994
1709	10909	20989
1710	10915	20982
1711	10922	20976
1712	10928	20971
1713	10935	20965
1714	10941	20958
1715	10948	20952
1716	10954	20945
1717	10961	20939
1718	10966	20932
1719	10972	20924
1720	10978	20916
1721	10985	20911
1722	10992	20906
1723	10998	20899
1724	11004	20893
1725	11011	20886
1726	11017	20880
1727	11023	20873
1728	11030	20867
1729	11035	20859
1730	11042	20853
1731	11047	20845
1732	11054	20839
1733	11060	20833
1734	11066	20825
1735	11073	20820
1736	11079	20813
1737	11085	20806
1738	11091	20798
1739	11097	20792
1740	11103	20784
1741	11109	20778
1742	11116	20771
1743	11122	20765
1744	11128	20758
1745	11135	20752
1746	11141	20746
1747	11147	20738
1748	11153	20732
1749	11160	20726
1750	11166	20720
1751	11174	20715
1752	11180	20709
1753	11186	20701
1754	11193	20696
1755	11199	20689
1756	11205	20682
1757	11212	20676
1758	11217	20669
1759	11224	20663
1760	11230	20656
1761	11236	20649
1762	11243	20644
1763	11249	20637
1764	11256	20631
1765	11262	20624
1766	11269	20619
1767	11275	20612
1768	11281	20605
1769	11287	20598
1770	11294	20592
1771	11300	20586
1772	11307	20579
1773	11313	20574
1774	11319	20567
1775	11325	20559
1776	11331	20552
1777	11338	20546
1778	11345	20540
1779	11351	20534
1780	11357	20528
1781	11364	20521
1782	11370	20515
1783	11376	20509
1784	11383	20503
1785	11389	20496
1786	11396	20490
1787	11402	20483
1788	11409	20478
1789	11415	20471
1790	11421	20465
1791	11427	20456
1792	11433	20449
1793	11439	20443
1794	11445	20436
1795	11451	20429
1796	11458	20423
1797	11463	20415
1798	11470	20409
1799	11477	20404
1800	11484	20398
1801	11489	20390
1802	11495	20384
1803	11502	20377
1804	11508	20371
1805	11515	20365
1806	11521	20358
1807	11527	20352
1808	11533	20345
1809	11541	20340
1810	11547	20333
1811	11553	20327
1812	11559	20320
1813	11565	20313
1814	11571	20306
1815	11577	20298
1816	11583	20291
1817	11588	20283
1818	11595	20277
1819	11600	20269
1820	11607	20263
1821	11613	20256
1822	11619	20249
1823	11626	20243
1824	11631	20236
1825	11638	20230
1826	11644	20223
1827	11651	20218
1828	11658	20212
1829	11664	20206
1830	11670	20199
1831	11677	20194
1832	11684	20188
1833	11690	20181
1834	11696	20174
1835	11703	20169
1836	11709	20161
1837	11716	20155
1838	11722	20150
1839	11729	20144
1840	11736	20138
1841	11742	20131
1842	11748	20124
1843	11753	20116
1844	11759	20109
1845	11765	20102
1846	11771	20095
1847	11777	20088
1848	11783	20081
1849	11789	20074
1850	11795	20067
1851	11802	20061
1852	11808	20054
1853	11813	20046
1854	11820	20040
1855	11826	20032
1856	11832	20026
1857	11838	20019
1858	11844	20012
1859	11850	20006
1860	11856	19999
1861	11863	19992
1862	11869	19986
1863	11875	19980
1864	11882	19973
1865	11887	19965
1866	11894	19959
1867	11900	19953
1868	11906	19946
1869	11912	19939
1870	11919	19934
1871	11925	19926
1872	11931	19920
1873	11938	19914
1874	11944	19907
1875	11950	19899
1876	11956	19893
1877	11963	19888
1878	11970	19882
1879	11976	19875
1880	11982	19869
1881	11989	19863
1882	11994	19855
1883	12001	19849
1884	12006	19841
1885	12012	19834
1886	12019	19829
1887	12026	19823
1888	12031	19815
1889	12038	19809
1890	12044	19802
1891	12051	19797
1892	12058	19791
1893	12063	19783
1894	12069	19776
1895	12076	19770
1896	12082	19764
1897	12089	19758
1898	12095	19751
1899	12101	19744
1900	12107	19738
1901	12113	19729
1902	12119	19723
1903	12125	19716
1904	12132	19710
1905	12138	19704
1906	12145	19698
1907	12151	19691
1908	12158	19686
1909	12164	19678
1910	12171	19674
1911	12176	19666
1912	12182	19659
1913	12189	19653
1914	12196	19648
1915	12202	19640
1916	12207	19633
1917	12214	19627
1918	12221	19621
1919	12227	19614
1920	12233	19608
1921	12240	19602
1922	12246	19595
1923	12253	19590
1924	12259	19582
1925	12265	19576
1926	12271	19569
1927	12277	19563
1928	12283	19555
1929	12289	19548
1930	12296	19543
1931	12302	19537
1932	12309	19530
1933	12315	19523
1934	12321	19517
1935	12328	19511
1936	12334	19505
1937	12340	19498
1938	12347	19492
1939	12353	19485
1940	12360	19480
1941	12367	19474
1942	12373	19468
1943	12380	19461
1944	12386	19454
1945	12391	19447
1946	12398	19441
1947	12404	19434
1948	12410	19428
1949	12417	19422
1950	12423	19416
1951	12430	19410
1952	12437	19404
1953	12443	19398
1954	12449	19391
1955	12456	19385
1956	12463	19379
1957	12470	19373
1958	12476	19366
1959	12482	19361
1960	12488	19354
1961	12495	19348
1962	12501	19341
1963	12507	19334
1964	12514	19328
1965	12521	19322
1966	12526	19315
1967	12532	19308
1968	12538	19301
1969	12545	19295
1970	12551	19288
1971	12557	19282
1972	12562	19273
1973	12569	19268
1974	12575	19260
1975	12582	19255
1976	12588	19248
1977	12594	19241
1978	12601	19236
1979	12607	19229
1980	12613	19222
1981	12619	19216
1982	12626	19210
1983	12632	19204
1984	12639	19197
1985	12645	19190
1986	12651	19184
1987	12657	19177
1988	12663	19170
1989	12669	19163
1990	12676	19158
1991	12682	19151
1992	12689	19145
1993	12696	19140
1994	12702	19133
1995	12708	19126
1996	12714	19119
1997	12720	19113
1998	12726	19106
1999	12732	19098
2000	12738	19091
2001	12744	19085
2002	12751	19080
2003	12757	19072
2004	12765	19068
2005	12771	19061
2006	12778	19055
2007	12784	19049
2008	12791	19043
2009	12797	19037
2010	12803	19029
2011	12809	19023
2012	12816	19018
2013	12822	19011
2014	12829	19005
2015	12835	18998
2016	12841	18992
2017	12847	18985
2018	12853	18978
2019	12860	18972
2020	12866	18965
2021	12872	18959
2022	12879	18953
2023	12885	18946
2024	12891	18939
2025	12897	18932
2026	12903	18925
2027	12909	18919
2028	12916	18912
2029	12922	18906
2030	12928	18899
2031	12935	18893
2032	12941	18886
2033	12947	18879
2034	12952	18872
2035	12959	18866
2036	12965	18859
2037	12972	18853
2038	12978	18847
2039	12985	18841
2040	12990	18834
2041	12997	18828
2042	13003	18821
2043	13010	18815
2044	13016	18808
2045	13022	18802
2046	13028	18795
2047	13035	18789
2048	13041	18783
2049	13048	18776
2050	13055	18771
2051	13061	18764
2052	13067	18758
2053	13073	18751
2054	13079	18744
2055	13086	18738
2056	13092	18732
2057	13099	18726
2058	13106	18720
2059	13112	18713
2060	13117	18705
2061	13123	18699
2062	13130	18693
2063	13136	18687
2064	13143	18681
2065	13149	18674
2066	13155	18667
2067	13162	18662
2068	13169	18655
2069	13176	18650
2070	13182	18644
2071	13188	18637
2072	13194	18630
2073	13200	18622
2074	13207	18617
2075	13213	18610
2076	13219	18604
2077	13225	18597
2078	13232	18591
2079	13239	18585
2080	13245	18578
2081	13251	18571
2082	13257	18565
2083	13264	18560
2084	13271	18554
2085	13277	18548
2086	13284	18541
2087	13291	18537
2088	13298	18530
2089	13304	18524
2090	13312	18520
2091	13317	18512
2092	13324	18506
2093	13330	18499
2094	13336	18493
2095	13343	18488
2096	13349	18481
2097	13356	18474
2098	13362	18468
2099	13369	18462
2100	13375	18455
2101	13381	18449
2102	13387	18442
2103	13393	18435
2104	13400	18429
2105	13406	18422
2106	13413	18417
2107	13420	18411
2108	13426	18405
2109	13432	18398
2110	13438	18390
2111	13444	18384
2112	13452	18379
2113	13458	18372
2114	13464	18366
2115	13471	18360
2116	13476	18353
2117	13482	18345
2118	13488	18339
2119	13495	18333
2120	13501	18327
2121	13508	18320
2122	13514	18313
2123	13520	18307
2124	13526	18300
2125	13532	18293
2126	13538	18287
2127	13545	18280
2128	13551	18273
2129	13556	18266
2130	13563	18260
2131	13569	18253
2132	13575	18247
2133	13581	18240
2134	13587	18233
2135	13593	18226
2136	13600	18221
2137	13606	18213
2138	13612	18206
2139	13618	18199
2140	13624	18193
2141	13631	18187
2142	13638	18182
2143	13643	18174
2144	13650	18168
2145	13656	18162
2146	13662	18155
2147	13668	18148
2148	13675	18142
2149	13680	18134
2150	13687	18129
2151	13693	18122
2152	13700	18116
2153	13706	18110
2154	13712	18103
2155	13718	18096
2156	13725	18090
2157	13731	18084
2158	13738	18077
2159	13745	18072
2160	13751	18065
2161	13757	18059
2162	13764	18052
2163	13770	18046
2164	13775	18039
2165	13782	18032
2166	13789	18027
2167	13795	18021
2168	13802	18015
2169	13808	18008
2170	13815	18002
2171	13821	17995
2172	13827	17989
2173	13834	17983
2174	13840	17976
2175	13846	17969
2176	13852	17962
2177	13858	17955
2178	13864	17950
2179	13872	17945
2180	13879	17939
2181	13885	17932
2182	13891	17925
2183	13896	17918
2184	13903	17912
2185	13909	17906
2186	13916	17900
2187	13923	17893
2188	13929	17886
2189	13935	17880
2190	13941	17873
2191	13947	17867
2192	13954	17860
2193	13960	17854
2194	13966	17847
2195	13972	17840
2196	13978	17833
2197	13983	17826
2198	13990	17820
2199	13997	17814
2200	14003	17808
2201	14010	17803
2202	14017	17796
2203	14022	17789
2204	14029	17783
2205	14035	17776
2206	14042	17770
2207	14047	17763
2208	14054	17756
2209	14060	17750
2210	14067	17744
2211	14073	17738
2212	14080	17732
2213	14087	17726
2214	14094	17721
2215	14100	17715
2216	14107	17708
2217	14113	17702
2218	14119	17695
2219	14126	17689
2220	14131	17681
2221	14137	17675
2222	14143	17668
2223	14149	17661
2224	14156	17655
2225	14162	17649
2226	14169	17643
2227	14176	17637
2228	14182	17631
2229	14188	17624
2230	14194	17617
2231	14200	17611
2232	14207	17605
2233	14214	17599
2234	14221	17594
2235	14227	17587
2236	14233	17580
2237	14240	17574
2238	14246	17567
2239	14252	17560
2240	14257	17553
2241	14263	17546
2242	14270	17540
2243	14276	17533
2244	14282	17527
2245	14288	17520
2246	14294	17513
2247	14300	17506
2248	14307	17500
2249	14313	17494
2250	14319	17487
2251	14325	17480
2252	14331	17474
2253	14337	17467
2254	14343	17460
2255	14350	17455
2256	14356	17448
2257	14363	17441
2258	14369	17435
2259	14375	17428
2260	14381	17421
2261	14387	17414
2262	14394	17409
2263	14401	17403
2264	14407	17396
2265	14413	17390
2266	14419	17383
2267	14425	17376
2268	14432	17370
2269	14438	17364
2270	14444	17357
2271	14450	17350
2272	14455	17343
2273	14461	17335
2274	14467	17329
2275	14473	17322
2276	14480	17316
2277	14486	17310
2278	14492	17303
2279	14499	17297
2280	14505	17291
2281	14513	17285
2282	14518	17278
2283	14525	17272
2284	14531	17265
2285	14536	17258
2286	14542	17250
2287	14547	17243
2288	14554	17237
2289	14560	17230
2290	14566	17224
2291	14572	17217
2292	14578	17210
2293	14585	17205
2294	14592	17199
2295	14598	17192
2296	14605	17186
2297	14611	17179
2298	14617	17173
2299	14622	17166
2300	14628	17159
2301	14635	17152
2302	14641	17146
2303	14647	17139
2304	14654	17133
2305	14660	17127
2306	14666	17120
2307	14672	17114
2308	14678	17107
2309	14684	17100
2310	14690	17093
2311	14696	17086
2312	14702	17079
2313	14708	17073
2314	14714	17066
2315	14721	17060
2316	14727	17054
2317	14733	17046
2318	14739	17040
2319	14746	17034
2320	14752	17028
2321	14759	17022
2322	14765	17015
2323	14771	17008
2324	14777	17001
2325	14783	16995
2326	14789	16988
2327	14795	16982
2328	14802	16976
2329	14809	16970
2330	14815	16964
2331	14821	16957
2332	14828	16951
2333	14834	16944
2334	14840	16938
2335	14847	16931
2336	14853	16925
2337	14859	16918
2338	14866	16912
2339	14873	16907
2340	14879	16900
2341	14885	16893
2342	14892	16887
2343	14897	16880
2344	14903	16874
2345	14909	16867
2346	14916	16861
2347	14923	16855
2348	14929	16848
2349	14935	16842
2350	14941	16835
2351	14948	16829
2352	14954	16823
2353	14960	16816
2354	14966	16809
2355	14973	16803
2356	14979	16796
2357	14985	16789
2358	14991	16783
2359	14997	16776
2360	15003	16770
2361	15009	16763
2362	15016	16758
2363	15023	16751
2364	15029	16745
2365	15036	16739
2366	15042	16733
2367	15048	16726
2368	15055	16720
2369	15061	16714
2370	15069	16708
2371	15074	16701
2372	15080	16694
2373	15086	16687
2374	15092	16680
2375	15097	16673
2376	15103	16666
2377	15109	16660
2378	15116	16654
2379	15123	16648
2380	15130	16643
2381	15137	16636
2382	15143	16630
2383	15149	16623
2384	15156	16617
2385	15163	16611
2386	15169	16605
2387	15176	16600
2388	15183	16594
2389	15190	16588
2390	15196	16582
2391	15204	16577
2392	15211	16571
2393	15218	16566
2394	15225	16560
2395	15232	16554
2396	15239	16549
2397	15246	16544
2398	15253	16537
2399	15260	16532
2400	15266	16525
2401	15274	16520
2402	15281	16515
2403	15288	16509
2404	15295	16503
2405	15302	16498
2406	15310	16493
2407	15317	16487
2408	15324	16482
2409	15330	16475
2410	15337	16469
2411	15345	16465
2412	15351	16458
2413	15357	16452
2414	15365	16446
2415	15371	16440
2416	15379	16435
2417	15386	16429
2418	15393	16424
2419	15400	16418
2420	15407	16412
2421	15415	16408
2422	15422	16403
2423	15429	16396
2424	15436	16391
2425	15444	16386
2426	15450	16380
2427	15457	16374
2428	15464	16368
2429	15471	16363
2430	15477	16356
2431	15484	16350
2432	15491	16344
2433	15498	16339
2434	15506	16334
2435	15513	16328
2436	15519	16322
2437	15525	16315
2438	15532	16309
2439	15540	16304
2440	15547	16298
2441	15554	16293
2442	15561	16287
2443	15568	16281
2444	15574	16275
2445	15580	16268
2446	15586	16261
2447	15593	16256
2448	15600	16250
2449	15608	16245
2450	15614	16239
2451	15621	16233
2452	15628	16227
2453	15635	16221
2454	15642	16216
2455	15649	16210
2456	15655	16203
2457	15662	16197
2458	15669	16191
2459	15676	16186
2460	15683	16180
2461	15690	16174
2462	15697	16169
2463	15705	16164
2464	15712	16158
2465	15718	16152
2466	15725	16146
2467	15732	16140
2468	15739	16135
2469	15746	16129
2470	15753	16123
2471	15761	16118
2472	15768	16112
2473	15775	16107
2474	15782	16101
2475	15789	16095
2476	15795	16088
2477	15802	16083
2478	15810	16078
2479	15817	16072
2480	15823	16066
2481	15831	16060
2482	15838	16055
2483	15845	16049
2484	15852	16043
2485	15859	16038
2486	15866	16032
2487	15873	16026
2488	15880	16020
2489	15887	16014
2490	15893	16008
2491	15901	16003
2492	15908	15997
2493	15914	15991
2494	15921	15985
2495	15928	15979
2496	15934	15972
2497	15940	15966
2498	15947	15960
2499	15954	15954
2500	15961	15948
2501	15968	15942
2502	15974	15936
2503	15982	15931
2504	15989	15925
2505	15997	15921
2506	16005	15916
2507	16013	15910
2508	16020	15905
2509	16026	15899
2510	16034	15893
2511	16041	15888
2512	16048	15882
2513	16055	15876
2514	16062	15870
2515	16068	15863
2516	16075	15858
2517	16082	15852
2518	16088	15846
2519	16095	15840
2520	16102	15834
2521	16109	15828
2522	16115	15822
2523	16123	15816
2524	16129	15810
2525	16136	15804
2526	16143	15798
2527	16150	15792
2528	16156	15786
2529	16163	15780
2530	16170	15774
2531	16177	15768
2532	16184	15763
2533	16191	15757
2534	16198	15751
2535	16205	15745
2536	16212	15739
2537	16218	15732
2538	16225	15727
2539	16231	15720
2540	16238	15714
2541	16245	15708
2542	16252	15702
2543	16259	15696
2544	16265	15690
2545	16272	15684
2546	16278	15678
2547	16285	15671
2548	16291	15665
2549	16299	15659
2550	16305	15653
2551	16312	15647
2552	16319	15642
2553	16326	15636
2554	16332	15629
2555	16339	15623
2556	16346	15617
2557	16354	15612
2558	16361	15606
2559	16368	15600
2560	16374	15593
2561	16380	15588
2562	16388	15582
2563	16395	15577
2564	16403	15572
2565	16409	15565
2566	16416	15559
2567	16423	15553
2568	16429	15547
2569	16437	15541
2570	16443	15535
2571	16450	15529
2572	16456	15523
2573	16463	15516
2574	16469	15510
2575	16476	15504
2576	16483	15498
2577	16489	15492
2578	16495	15485
2579	16502	15478
2580	16509	15473
2581	16515	15466
2582	16522	15460
2583	16529	15454
2584	16536	15448
2585	16542	15442
2586	16550	15437
2587	16556	15430
2588	16564	15425
2589	16571	15419
2590	16577	15413
2591	16583	15406
2592	16590	15400
2593	16596	15393
2594	16603	15387
2595	16610	15382
2596	16617	15375
2597	16623	15369
2598	16629	15362
2599	16636	15357
2600	16643	15350
2601	16649	15344
2602	16656	15338
2603	16662	15331
2604	16667	15324
2605	16673	15317
2606	16680	15310
2607	16686	15304
2608	16692	15297
2609	16698	15291
2610	16705	15284
2611	16711	15278
2612	16718	15272
2613	16725	15266
2614	16731	15259
2615	16737	15253
2616	16744	15246
2617	16750	15240
2618	16756	15233
2619	16762	15226
2620	16768	15220
2621	16775	15214
2622	16781	15207
2623	16788	15201
2624	16795	15195
2625	16801	15189
2626	16807	15182
2627	16814	15176
2628	16819	15169
2629	16826	15163
2630	16832	15156
2631	16838	15149
2632	16844	15142
2633	16851	15136
2634	16857	15130
2635	16863	15123
2636	16870	15117
2637	16877	15111
2638	16883	15104
2639	16890	15098
2640	16895	15091
2641	16902	15085
2642	16908	15078
2643	16914	15072
2644	16920	15065
2645	16926	15059
2646	16933	15052
2647	16939	15046
2648	16946	15040
2649	16953	15034
2650	16959	15027
2651	16966	15021
2652	16972	15014
2653	16979	15008
2654	16985	15002
2655	16992	14996
2656	16998	14989
2657	17005	14983
2658	17012	14977
2659	17017	14970
2660	17024	14964
2661	17030	14957
2662	17038	14952
2663	17044	14946
2664	17051	14940
2665	17059	14935
2666	17066	14929
2667	17073	14922
2668	17080	14917
2669	17087	14911
2670	17094	14905
2671	17101	14899
2672	17108	14894
2673	17115	14887
2674	17122	14882
2675	17129	14876
2676	17137	14870
2677	17145	14866
2678	17152	14860
2679	17159	14854
2680	17167	14849
2681	17174	14843
2682	17181	14837
2683	17188	14832
2684	17195	14825
2685	17202	14820
2686	17210	14814
2687	17217	14809
2688	17224	14803
2689	17230	14796
2690	17238	14790
2691	17244	14784
2692	17251	14778
2693	17258	14772
2694	17265	14766
2695	17272	14760
2696	17279	14754
2697	17286	14748
2698	17292	14742
2699	17298	14736
2700	17305	14730
2701	17312	14724
2702	17320	14718
2703	17327	14712
2704	17333	14706
2705	17340	14700
2706	17347	14694
2707	17355	14689
2708	17362	14683
2709	17369	14677
2710	17375	14670
2711	17382	14664
2712	17389	14658
2713	17396	14653
2714	17403	14647
2715	17410	14641
2716	17417	14635
2717	17424	14629
2718	17431	14623
2719	17438	14617
2720	17445	14611
2721	17452	14605
2722	17459	14599
2723	17465	14593
2724	17472	14586
2725	17479	14581
2726	17485	14574
2727	17491	14567
2728	17498	14561
2729	17504	14555
2730	17511	14549
2731	17518	14543
2732	17524	14536
2733	17530	14529
2734	17536	14522
2735	17542	14515
2736	17548	14509
2737	17554	14502
2738	17560	14496
2739	17567	14489
2740	17572	14482
2741	17579	14476
2742	17585	14469
2743	17591	14463
2744	17598	14457
2745	17604	14450
2746	17611	14444
2747	17618	14438
2748	17625	14432
2749	17632	14426
2750	17639	14420
2751	17645	14413
2752	17651	14407
2753	17658	14400
2754	17664	14394
2755	17671	14388
2756	17677	14381
2757	17683	14375
2758	17690	14369
2759	17697	14363
2760	17703	14356
2761	17710	14350
2762	17716	14343
2763	17722	14337
2764	17729	14330
2765	17735	14324
2766	17742	14318
2767	17748	14311
2768	17754	14304
2769	17760	14298
2770	17767	14292
2771	17773	14285
2772	17781	14280
2773	17787	14273
2774	17794	14267
2775	17800	14260
2776	17806	14254
2777	17813	14247
2778	17819	14241
2779	17826	14235
2780	17832	14228
2781	17838	14222
2782	17844	14215
2783	17851	14209
2784	17858	14203
2785	17864	14196
2786	17871	14190
2787	17877	14184
2788	17885	14178
2789	17892	14173
2790	17900	14167
2791	17907	14161
2792	17914	14155
2793	17921	14150
2794	17929	14144
2795	17936	14138
2796	17943	14132
2797	17950	14126
2798	17957	14120
2799	17964	14114
2800	17971	14109
2801	17978	14102
2802	17984	14096
2803	17991	14090
2804	17998	14084
2805	18005	14078
2806	18013	14072
2807	18019	14066
2808	18026	14060
2809	18034	14055
2810	18041	14049
2811	18048	14043
2812	18054	14037
2813	18062	14031
2814	18068	14024
2815	18075	14018
2816	18082	14012
2817	18088	14006
2818	18095	13999
2819	18101	13993
2820	18108	13987
2821	18116	13982
2822	18123	13976
2823	18130	13970
2824	18137	13963
2825	18143	13957
2826	18150	13951
2827	18156	13945
2828	18164	13939
2829	18172	13934
2830	18178	13927
2831	18185	13921
2832	18191	13915
2833	18199	13909
2834	18206	13903
2835	18213	13897
2836	18220	13891
2837	18226	13884
2838	18232	13878
2839	18238	13871
2840	18245	13865
2841	18251	13858
2842	18257	13852
2843	18264	13845
2844	18271	13839
2845	18277	13833
2846	18283	13826
2847	18289	13819
2848	18295	13813
2849	18302	13807
2850	18309	13800
2851	18315	13794
2852	18321	13787
2853	18327	13781
2854	18333	13774
2855	18339	13767
2856	18346	13761
2857	18352	13755
2858	18359	13748
2859	18365	13742
2860	18372	13735
2861	18377	13728
2862	18383	13722
2863	18389	13714
2864	18396	13708
2865	18402	13702
2866	18408	13695
2867	18415	13689
2868	18421	13682
2869	18427	13676
2870	18434	13669
2871	18441	13663
2872	18447	13657
2873	18454	13651
2874	18461	13645
2875	18467	13638
2876	18475	13633
2877	18483	13628
2878	18490	13622
2879	18497	13616
2880	18505	13610
2881	18512	13604
2882	18519	13598
2883	18526	13592
2884	18533	13586
2885	18540	13581
2886	18547	13575
2887	18554	13569
2888	18561	13562
2889	18568	13556
2890	18575	13551
2891	18583	13545
2892	18590	13539
2893	18597	13533
2894	18604	13527
2895	18612	13522
2896	18619	13516
2897	18626	13510
2898	18633	13504
2899	18642	13500
2900	18650	13494
2901	18657	13488
2902	18664	13482
2903	18670	13475
2904	18678	13470
2905	18685	13464
2906	18692	13458
2907	18699	13452
2908	18706	13446
2909	18713	13440
2910	18720	13433
2911	18726	13427
2912	18733	13421
2913	18739	13415
2914	18746	13408
2915	18752	13402
2916	18760	13396
2917	18768	13391
2918	18774	13384
2919	18781	13378
2920	18788	13372
2921	18795	13366
2922	18802	13360
2923	18809	13354
2924	18815	13347
2925	18822	13341
2926	18829	13336
2927	18837	13330
2928	18843	13323
2929	18851	13318
2930	18858	13312
2931	18865	13306
2932	18871	13299
2933	18877	13293
2934	18884	13286
2935	18891	13280
2936	18898	13274
2937	18904	13268
2938	18910	13261
2939	18916	13254
2940	18923	13248
2941	18929	13241
2942	18936	13235
2943	18942	13228
2944	18948	13222
2945	18955	13215
2946	18961	13209
2947	18967	13202
2948	18974	13196
2949	18980	13189
2950	18986	13183
2951	18993	13176
2952	18999	13170
2953	19006	13164
2954	19012	13157
2955	19018	13150
2956	19024	13144
2957	19031	13138
2958	19037	13131
2959	19044	13125
2960	19050	13118
2961	19056	13111
2962	19063	13105
2963	19069	13099
2964	19076	13092
2965	19082	13085
2966	19088	13079
2967	19094	13072
2968	19101	13066
2969	19107	13059
2970	19113	13053
2971	19119	13046
2972	19126	13040
2973	19133	13034
2974	19139	13027
2975	19145	13021
2976	19151	13014
2977	19158	13008
2978	19164	13001
2979	19170	12994
2980	19176	12988
2981	19183	12982
2982	19190	12975
2983	19197	12969
2984	19204	12963
2985	19211	12957
2986	19217	12951
2987	19224	12945
2988	19230	12938
2989	19237	12932
2990	19243	12925
2991	19251	12919
2992	19257	12913
2993	19264	12907
2994	19272	12901
2995	19279	12895
2996	19286	12890
2997	19293	12884
2998	19300	12877
2999	19309	12872
3000	19316	12866
3001	19323	12860
3002	19330	12855
3003	19337	12848
3004	19344	12842
3005	19352	12836
3006	19358	12830
3007	19365	12824
3008	19371	12818
3009	19378	12811
3010	19385	12805
3011	19392	12799
3012	19398	12793
3013	19406	12787
3014	19413	12781
3015	19419	12774
3016	19425	12768
3017	19432	12762
3018	19439	12755
3019	19446	12749
3020	19453	12743
3021	19460	12737
3022	19467	12731
3023	19474	12725
3024	19480	12718
3025	19487	12712
3026	19494	12706
3027	19500	12699
3028	19507	12694
3029	19515	12688
3030	19522	12682
3031	19529	12675
3032	19535	12669
3033	19542	12663
3034	19549	12657
3035	19556	12650
3036	19562	12644
3037	19570	12638
3038	19576	12632
3039	19583	12626
3040	19590	12619
3041	19596	12613
3042	19602	12606
3043	19608	12600
3044	19615	12593
3045	19621	12587
3046	19627	12580
3047	19634	12574
3048	19639	12567
3049	19645	12560
3050	19651	12553
3051	19658	12547
3052	19664	12540
3053	19671	12534
3054	19677	12528
3055	19685	12522
3056	19691	12515
3057	19697	12508
3058	19704	12502
3059	19710	12496
3060	19717	12490
3061	19723	12483
3062	19730	12477
3063	19736	12470
3064	19742	12464
3065	19748	12456
3066	19756	12451
3067	19762	12444
3068	19768	12438
3069	19774	12431
3070	19780	12424
3071	19786	12418
3072	19793	12411
3073	19799	12405
3074	19806	12398
3075	19812	12392
3076	19819	12386
3077	19826	12380
3078	19834	12374
3079	19840	12368
3080	19847	12362
3081	19853	12355
3082	19861	12349
3083	19870	12344
3084	19878	12339
3085	19885	12333
3086	19892	12327
3087	19898	12320
3088	19905	12314
3089	19913	12308
3090	19919	12302
3091	19926	12296
3092	19933	12289
3093	19939	12283
3094	19946	12277
3095	19954	12271
3096	19961	12265
3097	19967	12259
3098	19975	12253
3099	19982	12247
3100	19989	12241
3101	19996	12235
3102	20003	12229
3103	20009	12222
3104	20016	12216
3105	20024	12210
3106	20031	12204
3107	20038	12198
3108	20045	12192
3109	20052	12185
3110	20059	12179
3111	20066	12174
3112	20073	12167
3113	20080	12161
3114	20087	12155
3115	20094	12149
3116	20101	12143
3117	20108	12137
3118	20114	12130
3119	20121	12124
3120	20127	12117
3121	20145	12118
3122	20153	12112
3123	20160	12106
3124	20167	12100
3125	20174	12094
3126	20181	12088
3127	20188	12082
3128	20195	12076
3129	20202	12069
3130	20209	12064
3131	20217	12057
3132	20224	12051
3133	20231	12045
3134	20237	12039
3135	20244	12033
3136	20251	12027
3137	20259	12021
3138	20266	12015
3139	20274	12009
3140	20281	12003
3141	20289	11997
3142	20295	11991
3143	20302	11985
3144	20309	11979
3145	20315	11972
3146	20322	11966
3147	20329	11959
3148	20335	11953
3149	20341	11946
3150	20348	11940
3151	20355	11934
3152	20361	11927
3153	20367	11921
3154	20373	11914
3155	20380	11907
3156	20386	11901
3157	20393	11895
3158	20400	11889
3159	20406	11882
3160	20413	11876
3161	20420	11870
3162	20427	11863
3163	20434	11857
3164	20441	11851
3165	20447	11844
3166	20453	11838
3167	20461	11832
3168	20469	11827
3169	20476	11820
3170	20483	11814
3171	20489	11808
3172	20497	11802
3173	20503	11795
3174	20510	11789
3175	20517	11783
3176	20525	11777
3177	20532	11771
3178	20538	11764
3179	20545	11758
3180	20550	11751
3181	20557	11745
3182	20565	11739
3183	20571	11733
3184	20578	11726
3185	20584	11720
3186	20590	11713
3187	20598	11707
3188	20604	11701
3189	20612	11695
3190	20619	11689
3191	20626	11683
3192	20634	11677
3193	20640	11670
3194	20648	11665
3195	20654	11658
3196	20662	11653
3197	20669	11647
3198	20676	11640
3199	20684	11634
3200	20690	11628
3201	20697	11621
3202	20704	11615
3203	20712	11610
3204	20719	11603
3205	20726	11598
3206	20734	11592
3207	20742	11586
3208	20748	11580
3209	20757	11574
3210	20764	11568
3211	20771	11562
3212	20778	11556
3213	20786	11550
3214	20793	11544
3215	20800	11538
3216	20807	11532
3217	20814	11526
3218	20821	11519
3219	20828	11514
3220	20836	11508
3221	20843	11501
3222	20850	11495
3223	20857	11489
3224	20864	11483
3225	20872	11478
3226	20880	11472
3227	20886	11465
3228	20893	11459
3229	20900	11453
3230	20907	11446
3231	20914	11441
3232	20922	11435
3233	20929	11428
3234	20935	11422
